"stationID","datetimeUTC","voltage_V","h2Temp_C","stage_ft","LSU","telem_source","basinPair"
"BS","2022-02-15 00:05:00",13,0.2,0.01,100,"GOES","Blue Grouse"
"TW","2022-02-15 00:05:00",12.8,-0.6,0.08,100,"GOES","Tripps Knob"
"FE","2022-02-15 00:05:00",12.5,-0.8,0.09,1,"GOES","Fish Creek"
"CW","2022-02-15 00:05:00",12.5,-2.4,0.04,100,"GOES","Coxit"
"CE","2022-02-15 00:05:00",12.5,-2.9,0.12,2,"GOES","Coxit"
"SS","2022-02-15 12:05:00",12.4,-0.8,0.02,100,"GOES","Springdale"
"SN","2022-02-15 12:05:00",12.8,-1.3,0.02,2,"GOES","Springdale"
"BN","2022-02-15 12:05:00",12.9,-2.6,1.17,100,"GOES","Blue Grouse"
"BS","2022-02-15 12:05:00",13,-1.2,0,100,"GOES","Blue Grouse"
"TW","2022-02-15 12:05:00",12.8,-1.3,0.08,100,"GOES","Tripps Knob"
"FE","2022-02-15 12:05:00",12.5,-1.8,0.09,1,"GOES","Fish Creek"
"CW","2022-02-15 12:05:00",12.5,-3.1,0.04,100,"GOES","Coxit"
"CE","2022-02-15 12:05:00",12.5,-3.8,0.11,2,"GOES","Coxit"
"SS","2022-02-16 00:05:00",12.5,1.9,0.02,100,"GOES","Springdale"
"SN","2022-02-16 00:05:00",13,3.4,0.02,2,"GOES","Springdale"
"BN","2022-02-16 00:05:00",13.9,2.9,1.24,100,"GOES","Blue Grouse"
"BS","2022-02-16 00:05:00",13,0,0,100,"GOES","Blue Grouse"
"FE","2022-02-16 00:05:00",12.5,-0.8,0.09,1,"GOES","Fish Creek"
"CW","2022-02-16 00:05:00",12.5,-0.1,0.03,100,"GOES","Coxit"
"CE","2022-02-16 00:05:00",12.5,0.2,0.1,2,"GOES","Coxit"
"SS","2022-02-16 12:05:00",12.4,-2.5,0.02,100,"GOES","Springdale"
"SN","2022-02-16 12:05:00",12.8,-3.7,0.03,2,"GOES","Springdale"
"BN","2022-02-16 12:05:00",13,-4.9,1.11,100,"GOES","Blue Grouse"
"BS","2022-02-16 12:05:00",13,-2.6,0.01,100,"GOES","Blue Grouse"
"TW","2022-02-16 12:05:00",12.8,-1,0.08,100,"GOES","Tripps Knob"
"FE","2022-02-16 12:05:00",12.5,-1.6,0.09,1,"GOES","Fish Creek"
"CW","2022-02-16 12:05:00",12.5,-2.2,0.04,100,"GOES","Coxit"
"CE","2022-02-16 12:05:00",12.5,-2.6,0.1,2,"GOES","Coxit"
"SS","2022-02-17 00:05:00",12.5,3.3,0.01,100,"GOES","Springdale"
"SN","2022-02-17 00:05:00",13,6.5,0.04,2,"GOES","Springdale"
"BN","2022-02-17 00:05:00",13.7,3.6,1.31,100,"GOES","Blue Grouse"
"BS","2022-02-17 00:05:00",13,0.8,0,100,"GOES","Blue Grouse"
"FE","2022-02-17 00:05:00",12.5,-0.4,0.09,1,"GOES","Fish Creek"
"CW","2022-02-17 00:05:00",12.5,-0.3,0.04,100,"GOES","Coxit"
"CE","2022-02-17 00:05:00",12.5,0.2,0.09,2,"GOES","Coxit"
"SS","2022-02-17 12:05:00",12.4,-3.4,0.02,100,"GOES","Springdale"
"SN","2022-02-17 12:05:00",12.8,-6.8,0.04,2,"GOES","Springdale"
"BN","2022-02-17 12:05:00",13,-6.3,1.13,100,"GOES","Blue Grouse"
"BS","2022-02-17 12:05:00",12.9,-3.6,0,100,"GOES","Blue Grouse"
"TW","2022-02-17 12:05:00",12.8,-2.4,0.08,100,"GOES","Tripps Knob"
"FE","2022-02-17 12:05:00",12.5,-2.7,0.09,1,"GOES","Fish Creek"
"CW","2022-02-17 12:05:00",12.5,-4.1,0.04,100,"GOES","Coxit"
"CE","2022-02-17 12:05:00",12.5,-5.4,0.07,2,"GOES","Coxit"
"SS","2022-02-18 00:05:00",12.6,3.7,0.02,100,"GOES","Springdale"
"SN","2022-02-18 00:05:00",13,4.9,0.03,2,"GOES","Springdale"
"BN","2022-02-18 00:05:00",13.8,1.9,1.01,100,"GOES","Blue Grouse"
"BS","2022-02-18 00:05:00",13,0.5,0,100,"GOES","Blue Grouse"
"FE","2022-02-18 00:05:00",12.5,-0.3,0.09,1,"GOES","Fish Creek"
"CW","2022-02-18 00:05:00",12.5,1.1,0.03,100,"GOES","Coxit"
"CE","2022-02-18 00:05:00",12.5,1.7,1.35,2,"GOES","Coxit"
"SS","2022-02-18 12:05:00",12.4,-2.5,0.02,100,"GOES","Springdale"
"SN","2022-02-18 12:05:00",12.8,-4.8,0.04,2,"GOES","Springdale"
"BN","2022-02-18 12:05:00",13,-1.3,1.12,100,"GOES","Blue Grouse"
"BS","2022-02-18 12:05:00",12.9,-0.4,0,100,"GOES","Blue Grouse"
"FE","2022-02-18 12:05:00",12.5,-0.6,0.09,1,"GOES","Fish Creek"
"CW","2022-02-18 12:05:00",12.5,-1.2,0.03,100,"GOES","Coxit"
"CE","2022-02-18 12:05:00",12.5,-1.9,1.45,2,"GOES","Coxit"
"SS","2022-02-19 00:05:00",12.5,2.8,0.02,100,"GOES","Springdale"
"SN","2022-02-19 00:05:00",13,4.4,0.04,2,"GOES","Springdale"
"BN","2022-02-19 00:05:00",13.7,4.1,1.28,100,"GOES","Blue Grouse"
"BS","2022-02-19 00:05:00",13,0.7,0.01,100,"GOES","Blue Grouse"
"FE","2022-02-19 00:05:00",12.5,0.2,0.09,1,"GOES","Fish Creek"
"CW","2022-02-19 00:05:00",12.5,2,0.03,100,"GOES","Coxit"
"CE","2022-02-19 00:05:00",12.5,2.3,1.48,2,"GOES","Coxit"
"SS","2022-02-19 12:05:00",12.4,-1.7,0.02,100,"GOES","Springdale"
"SN","2022-02-19 12:05:00",12.8,-4.1,0.04,2,"GOES","Springdale"
"BN","2022-02-19 12:05:00",13,-3.5,1.18,100,"GOES","Blue Grouse"
"BS","2022-02-19 12:05:00",12.9,-0.7,0,100,"GOES","Blue Grouse"
"FE","2022-02-19 12:05:00",12.5,-1,0.09,1,"GOES","Fish Creek"
"CW","2022-02-19 12:05:00",12.5,-0.5,0.04,100,"GOES","Coxit"
"CE","2022-02-19 12:05:00",12.5,-1.2,1.47,2,"GOES","Coxit"
"SN","2022-02-20 00:05:00",13,5.8,0.04,2,"GOES","Springdale"
"BN","2022-02-20 00:05:00",13.7,1.9,1.24,100,"GOES","Blue Grouse"
"BS","2022-02-20 00:05:00",12.9,1.5,0,100,"GOES","Blue Grouse"
"TW","2022-02-20 00:05:00",12.8,1.1,0.08,100,"GOES","Tripps Knob"
"FE","2022-02-20 00:05:00",12.5,0.6,0.09,1,"GOES","Fish Creek"
"CW","2022-02-20 00:05:00",12.5,1.3,0.04,100,"GOES","Coxit"
"CE","2022-02-20 00:05:00",12.5,1.4,1.42,4,"GOES","Coxit"
"SS","2022-02-20 12:05:00",12.4,-0.8,0.02,100,"GOES","Springdale"
"SN","2022-02-20 12:05:00",12.8,-0.8,0.04,2,"GOES","Springdale"
"BN","2022-02-20 12:05:00",13,-3.5,1.2,100,"GOES","Blue Grouse"
"BS","2022-02-20 12:05:00",12.9,-0.7,0.01,100,"GOES","Blue Grouse"
"TW","2022-02-20 12:05:00",12.8,-0.6,0.09,100,"GOES","Tripps Knob"
"FE","2022-02-20 12:05:00",12.5,-1.1,0.09,1,"GOES","Fish Creek"
"CW","2022-02-20 12:05:00",12.5,-3.8,0.04,100,"GOES","Coxit"
"CE","2022-02-20 12:05:00",12.5,-5,1.35,4,"GOES","Coxit"
"SS","2022-02-21 00:05:00",12.5,3.1,0.02,100,"GOES","Springdale"
"SN","2022-02-21 00:05:00",13,4.4,0.04,2,"GOES","Springdale"
"BN","2022-02-21 00:05:00",14.3,3.8,1.13,100,"GOES","Blue Grouse"
"TW","2022-02-21 00:05:00",12.8,-0.5,0.09,100,"GOES","Tripps Knob"
"FE","2022-02-21 00:05:00",12.5,-1,0.09,1,"GOES","Fish Creek"
"CW","2022-02-21 00:05:00",12.5,-2.7,0.04,100,"GOES","Coxit"
"CE","2022-02-21 00:05:00",12.5,-2.9,1.34,4,"GOES","Coxit"
"SS","2022-02-21 12:05:00",12.4,-3.5,0.02,100,"GOES","Springdale"
"SN","2022-02-21 12:05:00",12.8,-5.8,0.04,2,"GOES","Springdale"
"BN","2022-02-21 12:05:00",12.9,-5.9,1.13,100,"GOES","Blue Grouse"
"BS","2022-02-21 12:05:00",12.9,-3.5,0.01,100,"GOES","Blue Grouse"
"FE","2022-02-21 12:05:00",12.4,-3.9,0.1,1,"GOES","Fish Creek"
"CW","2022-02-21 12:05:00",12.5,-6.6,0.04,100,"GOES","Coxit"
"CE","2022-02-21 12:05:00",12.4,-7.4,1.32,4,"GOES","Coxit"
"SS","2022-02-22 00:05:00",12.6,-3.4,0.02,100,"GOES","Springdale"
"SN","2022-02-22 00:05:00",13.1,-3.5,0.04,2,"GOES","Springdale"
"BN","2022-02-22 00:05:00",14.7,-5.9,1.12,100,"GOES","Blue Grouse"
"BS","2022-02-22 00:05:00",12.9,-7.1,0.01,100,"GOES","Blue Grouse"
"FE","2022-02-22 00:05:00",12.4,-10,0.1,1,"GOES","Fish Creek"
"CW","2022-02-22 00:05:00",12.5,-7.3,0.04,100,"GOES","Coxit"
"CE","2022-02-22 00:05:00",12.5,-7.4,1.33,4,"GOES","Coxit"
"SS","2022-02-22 12:05:00",12.4,-12.1,0.04,100,"GOES","Springdale"
"SN","2022-02-22 12:05:00",12.8,-12.3,0.04,2,"GOES","Springdale"
"BN","2022-02-22 12:05:00",13,-16.5,1.13,100,"GOES","Blue Grouse"
"BS","2022-02-22 12:05:00",12.8,-14.7,0.04,100,"GOES","Blue Grouse"
"FE","2022-02-22 12:05:00",12.4,-16.7,0.16,1,"GOES","Fish Creek"
"CW","2022-02-22 12:05:00",12.4,-13.9,0.04,100,"GOES","Coxit"
"CE","2022-02-22 12:05:00",12.4,-14.5,1.32,4,"GOES","Coxit"
"SS","2022-02-23 00:05:00",12.6,-6.1,0.03,100,"GOES","Springdale"
"SN","2022-02-23 00:05:00",13.1,-5.3,0.04,2,"GOES","Springdale"
"BN","2022-02-23 00:05:00",14,-9.7,1.13,100,"GOES","Blue Grouse"
"BS","2022-02-23 00:05:00",12.9,-10.5,0.07,100,"GOES","Blue Grouse"
"FE","2022-02-23 00:05:00",12.4,-13.4,0.3,1,"GOES","Fish Creek"
"CW","2022-02-23 00:05:00",12.4,-13.2,0.05,100,"GOES","Coxit"
"CE","2022-02-23 00:05:00",12.5,-12.4,1.32,4,"GOES","Coxit"
"SS","2022-02-23 12:05:00",12.4,-15.4,0.09,100,"GOES","Springdale"
"SN","2022-02-23 12:05:00",12.9,-17.7,0.04,2,"GOES","Springdale"
"BN","2022-02-23 12:05:00",12.9,-19.4,1.15,100,"GOES","Blue Grouse"
"BS","2022-02-23 12:05:00",12.8,-16.6,-0.24,100,"GOES","Blue Grouse"
"FE","2022-02-23 12:05:00",12.4,-17,0.43,1,"GOES","Fish Creek"
"CW","2022-02-23 12:05:00",12.4,-18.2,0.06,100,"GOES","Coxit"
"CE","2022-02-23 12:05:00",12.4,-18.9,1.32,4,"GOES","Coxit"
"SS","2022-02-24 00:05:00",12.8,-4.4,0.19,100,"GOES","Springdale"
"SN","2022-02-24 00:05:00",13.2,-4.1,0.04,2,"GOES","Springdale"
"BN","2022-02-24 00:05:00",14.5,-4.2,1.13,100,"GOES","Blue Grouse"
"BS","2022-02-24 00:05:00",12.9,-9.2,0.11,100,"GOES","Blue Grouse"
"FE","2022-02-24 00:05:00",12.4,-11.4,0.38,1,"GOES","Fish Creek"
"CW","2022-02-24 00:05:00",12.5,-11.5,0.19,100,"GOES","Coxit"
"CE","2022-02-24 00:05:00",12.5,-11.8,1.33,4,"GOES","Coxit"
"SS","2022-02-24 12:05:00",12.5,-9.2,-0.13,100,"GOES","Springdale"
"SN","2022-02-24 12:05:00",12.9,-9.2,0.04,2,"GOES","Springdale"
"BN","2022-02-24 12:05:00",13,-11.6,1.1,100,"GOES","Blue Grouse"
"BS","2022-02-24 12:05:00",12.8,-10.7,-0.01,100,"GOES","Blue Grouse"
"FE","2022-02-24 12:05:00",12.4,-13.1,0.06,1,"GOES","Fish Creek"
"CW","2022-02-24 12:05:00",12.4,-14.3,0.13,100,"GOES","Coxit"
"CE","2022-02-24 12:05:00",12.4,-14.7,1.32,4,"GOES","Coxit"
"SS","2022-02-25 00:05:00",12.6,-2,0.03,100,"GOES","Springdale"
"SN","2022-02-25 00:05:00",13.1,-0.8,0.04,2,"GOES","Springdale"
"BN","2022-02-25 00:05:00",13.9,-3.2,0.99,100,"GOES","Blue Grouse"
"BS","2022-02-25 00:05:00",12.8,-6.6,-0.01,100,"GOES","Blue Grouse"
"FE","2022-02-25 00:05:00",12.4,-9.3,0.58,1,"GOES","Fish Creek"
"CW","2022-02-25 00:05:00",12.4,-9.7,0.15,100,"GOES","Coxit"
"CE","2022-02-25 00:05:00",12.5,-8.5,1.33,4,"GOES","Coxit"
"SS","2022-02-25 12:05:00",12.5,-11.2,0.08,100,"GOES","Springdale"
"SN","2022-02-25 12:05:00",12.9,-13,0.04,2,"GOES","Springdale"
"BN","2022-02-25 12:05:00",12.9,-15.8,1.09,100,"GOES","Blue Grouse"
"BS","2022-02-25 12:05:00",12.8,-13.3,-0.01,100,"GOES","Blue Grouse"
"FE","2022-02-25 12:05:00",12.4,-12.9,0.58,1,"GOES","Fish Creek"
"CW","2022-02-25 12:05:00",12.4,-12.9,0.19,100,"GOES","Coxit"
"CE","2022-02-25 12:05:00",12.4,-14,1.31,4,"GOES","Coxit"
"SS","2022-02-26 00:05:00",12.7,-1.7,0,100,"GOES","Springdale"
"SN","2022-02-26 00:05:00",13.1,-0.8,0.05,2,"GOES","Springdale"
"BN","2022-02-26 00:05:00",14.2,-3.9,1.03,100,"GOES","Blue Grouse"
"BS","2022-02-26 00:05:00",12.8,-6.1,-0.67,100,"GOES","Blue Grouse"
"FE","2022-02-26 00:05:00",12.4,-7.3,0.59,1,"GOES","Fish Creek"
"CW","2022-02-26 00:05:00",12.4,-9.4,0.2,100,"GOES","Coxit"
"CE","2022-02-26 00:05:00",12.5,-8.3,1.32,4,"GOES","Coxit"
"SS","2022-02-26 12:05:00",12.5,-11.8,0.04,100,"GOES","Springdale"
"SN","2022-02-26 12:05:00",12.9,-12.9,0.06,2,"GOES","Springdale"
"BN","2022-02-26 12:05:00",13,-13.2,1,100,"GOES","Blue Grouse"
"BS","2022-02-26 12:05:00",12.8,-10.9,0,100,"GOES","Blue Grouse"
"FE","2022-02-26 12:05:00",12.4,-12.6,0.57,1,"GOES","Fish Creek"
"CW","2022-02-26 12:05:00",12.4,-14.1,0.26,100,"GOES","Coxit"
"CE","2022-02-26 12:05:00",12.4,-14.9,1.31,4,"GOES","Coxit"
"SS","2022-02-27 00:05:00",12.7,1.8,0.1,100,"GOES","Springdale"
"SN","2022-02-27 00:05:00",13.1,3.7,0,2,"GOES","Springdale"
"BN","2022-02-27 00:05:00",13.8,-0.7,1.04,100,"GOES","Blue Grouse"
"BS","2022-02-27 00:05:00",12.9,-2.9,-0.02,100,"GOES","Blue Grouse"
"TW","2022-02-27 00:05:00",12.7,-5.2,0.53,100,"GOES","Tripps Knob"
"FE","2022-02-27 00:05:00",12.4,-5.4,0.62,1,"GOES","Fish Creek"
"CW","2022-02-27 00:05:00",12.5,-6.1,0.27,100,"GOES","Coxit"
"CE","2022-02-27 00:05:00",12.5,-6.4,1.33,4,"GOES","Coxit"
"SS","2022-02-27 12:05:00",12.5,-3,0.05,100,"GOES","Springdale"
"SN","2022-02-27 12:05:00",12.9,-2.9,0,2,"GOES","Springdale"
"BN","2022-02-27 12:05:00",13,-4.4,1,100,"GOES","Blue Grouse"
"BS","2022-02-27 12:05:00",12.9,-3.3,-0.62,100,"GOES","Blue Grouse"
"TW","2022-02-27 12:05:00",12.7,-6.7,0.62,100,"GOES","Tripps Knob"
"FE","2022-02-27 12:05:00",12.4,-6.1,0.62,1,"GOES","Fish Creek"
"CW","2022-02-27 12:05:00",12.4,-7.1,0.27,100,"GOES","Coxit"
"CE","2022-02-27 12:05:00",12.4,-7.3,1.32,4,"GOES","Coxit"
"SS","2022-02-28 00:05:00",12.6,1.3,0.19,100,"GOES","Springdale"
"SN","2022-02-28 00:05:00",13,0.6,0.04,2,"GOES","Springdale"
"BN","2022-02-28 00:05:00",12.9,-0.2,1.29,100,"GOES","Blue Grouse"
"BS","2022-02-28 00:05:00",12.9,-1.1,0.07,100,"GOES","Blue Grouse"
"FE","2022-02-28 00:05:00",12.4,-2.5,0.63,1,"GOES","Fish Creek"
"CW","2022-02-28 00:05:00",12.5,-4.1,0.25,100,"GOES","Coxit"
"CE","2022-02-28 00:05:00",12.5,-3.4,1.31,4,"GOES","Coxit"
"SS","2022-02-28 12:05:00",12.5,0.4,0.15,100,"GOES","Springdale"
"SN","2022-02-28 12:05:00",12.9,0.1,0.02,2,"GOES","Springdale"
"BN","2022-02-28 12:05:00",12.9,-0.7,1,100,"GOES","Blue Grouse"
"BS","2022-02-28 12:05:00",12.9,-0.4,0.27,100,"GOES","Blue Grouse"
"FE","2022-02-28 12:05:00",12.4,-1.1,0.68,1,"GOES","Fish Creek"
"CW","2022-02-28 12:05:00",12.5,-3.8,0.27,100,"GOES","Coxit"
"CE","2022-02-28 12:05:00",12.5,-4.1,1.28,4,"GOES","Coxit"
"SN","2022-03-01 00:05:00",12.9,2.8,0.04,2,"GOES","Springdale"
"BN","2022-03-01 00:05:00",12.8,0.3,1.34,100,"GOES","Blue Grouse"
"BS","2022-03-01 00:05:00",12.9,0.2,0.08,100,"GOES","Blue Grouse"
"TW","2022-03-01 00:05:00",12.7,0.1,1.22,100,"GOES","Tripps Knob"
"FE","2022-03-01 00:05:00",12.5,0.2,0.52,2,"GOES","Fish Creek"
"CW","2022-03-01 00:05:00",12.5,0.1,0.32,100,"GOES","Coxit"
"CE","2022-03-01 00:05:00",12.5,-0.3,1.39,4,"GOES","Coxit"
"SS","2022-03-01 12:05:00",12.5,1.6,0.02,100,"GOES","Springdale"
"SN","2022-03-01 12:05:00",12.9,2.8,0.13,2,"GOES","Springdale"
"BN","2022-03-01 12:05:00",12.9,-0.4,0.28,3,"GOES","Blue Grouse"
"BS","2022-03-01 12:05:00",12.9,0.3,0.03,100,"GOES","Blue Grouse"
"TW","2022-03-01 12:05:00",12.8,0.6,0.51,1,"GOES","Tripps Knob"
"FE","2022-03-01 12:05:00",12.5,1.6,0.44,2,"GOES","Fish Creek"
"CW","2022-03-01 12:05:00",12.5,-0.5,0.25,100,"GOES","Coxit"
"CE","2022-03-01 12:05:00",12.5,-1.2,1.34,4,"GOES","Coxit"
"SS","2022-03-02 00:05:00",12.6,5.4,0.02,100,"GOES","Springdale"
"SN","2022-03-02 00:05:00",13,8,0.18,2,"GOES","Springdale"
"BN","2022-03-02 00:05:00",13.1,4.1,0.14,6,"GOES","Blue Grouse"
"BS","2022-03-02 00:05:00",12.9,1.5,0.05,100,"GOES","Blue Grouse"
"TW","2022-03-02 00:05:00",12.7,0.8,0.42,1,"GOES","Tripps Knob"
"FE","2022-03-02 00:05:00",12.5,0.6,0.43,2,"GOES","Fish Creek"
"CW","2022-03-02 00:05:00",12.5,1.6,0.3,100,"GOES","Coxit"
"CE","2022-03-02 00:05:00",12.6,2.6,1.36,4,"GOES","Coxit"
"SS","2022-03-02 12:05:00",12.5,0.7,0.03,100,"GOES","Springdale"
"SN","2022-03-02 12:05:00",12.9,0.6,0.18,2,"GOES","Springdale"
"BN","2022-03-02 12:05:00",12.9,-0.1,0.14,6,"GOES","Blue Grouse"
"TW","2022-03-02 12:05:00",12.8,-0.3,0.37,1,"GOES","Tripps Knob"
"FE","2022-03-02 12:05:00",12.5,-0.4,0.41,2,"GOES","Fish Creek"
"CW","2022-03-02 12:05:00",12.5,-1.3,0.3,100,"GOES","Coxit"
"CE","2022-03-02 12:05:00",12.5,-1.9,1.25,4,"GOES","Coxit"
"SN","2022-03-03 00:05:00",12.9,4.7,0.17,2,"GOES","Springdale"
"BN","2022-03-03 00:05:00",13.5,3.1,0.14,6,"GOES","Blue Grouse"
"TW","2022-03-03 00:05:00",12.7,0.2,0.36,1,"GOES","Tripps Knob"
"FE","2022-03-03 00:05:00",12.4,-0.1,0.43,2,"GOES","Fish Creek"
"CW","2022-03-03 00:05:00",12.5,2.3,0.28,100,"GOES","Coxit"
"CE","2022-03-03 00:05:00",12.5,2.4,1.31,4,"GOES","Coxit"
"SS","2022-03-03 12:05:00",12.5,0.7,0.03,100,"GOES","Springdale"
"SN","2022-03-03 12:05:00",12.8,1.1,0.2,2,"GOES","Springdale"
"BN","2022-03-03 12:05:00",13,-0.1,0.15,6,"GOES","Blue Grouse"
"TW","2022-03-03 12:05:00",12.7,-0.3,0.36,1,"GOES","Tripps Knob"
"FE","2022-03-03 12:05:00",12.4,-0.4,0.44,2,"GOES","Fish Creek"
"CW","2022-03-03 12:05:00",12.5,-0.3,0.28,100,"GOES","Coxit"
"CE","2022-03-03 12:05:00",12.5,-0.9,1.32,4,"GOES","Coxit"
"SS","2022-03-04 00:05:00",12.5,3.5,0.03,100,"GOES","Springdale"
"SN","2022-03-04 00:05:00",12.9,4.6,0.23,2,"GOES","Springdale"
"BN","2022-03-04 00:05:00",13.6,2.4,0.14,6,"GOES","Blue Grouse"
"TW","2022-03-04 00:05:00",12.7,0.2,0.36,1,"GOES","Tripps Knob"
"FE","2022-03-04 00:05:00",12.4,-0.1,0.44,2,"GOES","Fish Creek"
"CW","2022-03-04 00:05:00",12.5,0.2,0.27,100,"GOES","Coxit"
"CE","2022-03-04 00:05:00",12.5,0.2,1.33,4,"GOES","Coxit"
"SS","2022-03-04 12:05:00",12.5,-1,0.04,100,"GOES","Springdale"
"SN","2022-03-04 12:05:00",12.8,-1.6,0.24,2,"GOES","Springdale"
"BN","2022-03-04 12:05:00",13,-1.1,0.17,6,"GOES","Blue Grouse"
"FE","2022-03-04 12:05:00",12.4,-1,0.44,2,"GOES","Fish Creek"
"CW","2022-03-04 12:05:00",12.5,-4.3,0.18,100,"GOES","Coxit"
"CE","2022-03-04 12:05:00",12.5,-4.8,1.34,4,"GOES","Coxit"
"SN","2022-03-05 00:05:00",13.1,3.4,0.23,2,"GOES","Springdale"
"BN","2022-03-05 00:05:00",13.9,3.8,0.14,6,"GOES","Blue Grouse"
"TW","2022-03-05 00:05:00",12.7,-0.1,0.33,1,"GOES","Tripps Knob"
"FE","2022-03-05 00:05:00",12.4,-0.6,0.42,2,"GOES","Fish Creek"
"CW","2022-03-05 00:05:00",12.5,0.8,0.23,100,"GOES","Coxit"
"CE","2022-03-05 00:05:00",12.6,1.6,1.34,4,"GOES","Coxit"
"SS","2022-03-05 12:05:00",12.5,-1.5,0.04,100,"GOES","Springdale"
"SN","2022-03-05 12:05:00",12.8,-1.8,0.21,2,"GOES","Springdale"
"BN","2022-03-05 12:05:00",13,-3.3,0.12,6,"GOES","Blue Grouse"
"BS","2022-03-05 12:05:00",12.9,-1.6,0.08,100,"GOES","Blue Grouse"
"FE","2022-03-05 12:05:00",12.4,-3.3,0.39,2,"GOES","Fish Creek"
"CW","2022-03-05 12:05:00",12.5,-4,-0.04,100,"GOES","Coxit"
"CE","2022-03-05 12:05:00",12.5,-4.3,1.34,4,"GOES","Coxit"
"SS","2022-03-06 00:05:00",12.6,6.6,0.03,100,"GOES","Springdale"
"SN","2022-03-06 00:05:00",13.1,8.5,0.2,2,"GOES","Springdale"
"BN","2022-03-06 00:05:00",13.8,5.5,0.1,6,"GOES","Blue Grouse"
"TW","2022-03-06 00:05:00",12.7,-0.5,0.29,1,"GOES","Tripps Knob"
"FE","2022-03-06 00:05:00",12.4,-0.6,0.37,2,"GOES","Fish Creek"
"CW","2022-03-06 00:05:00",12.5,-0.3,0.24,100,"GOES","Coxit"
"CE","2022-03-06 00:05:00",12.5,1.7,1.32,4,"GOES","Coxit"
"SS","2022-03-06 12:05:00",12.5,-2.7,0.03,100,"GOES","Springdale"
"SN","2022-03-06 12:05:00",12.8,-5.3,0.17,2,"GOES","Springdale"
"BN","2022-03-06 12:05:00",13,-3.9,0.08,6,"GOES","Blue Grouse"
"BS","2022-03-06 12:05:00",12.8,-2.3,0.05,100,"GOES","Blue Grouse"
"FE","2022-03-06 12:05:00",12.4,-3.5,0.35,2,"GOES","Fish Creek"
"CW","2022-03-06 12:05:00",12.5,-3.4,-0.03,100,"GOES","Coxit"
"CE","2022-03-06 12:05:00",12.5,-3.4,1.32,4,"GOES","Coxit"
"SS","2022-03-07 00:05:00",12.7,7.6,0.03,100,"GOES","Springdale"
"SN","2022-03-07 00:05:00",13.1,8.5,0.17,2,"GOES","Springdale"
"BN","2022-03-07 00:05:00",13.5,1.9,0.07,6,"GOES","Blue Grouse"
"FE","2022-03-07 00:05:00",12.4,-0.4,0.33,2,"GOES","Fish Creek"
"CW","2022-03-07 00:05:00",12.5,-0.5,0.26,100,"GOES","Coxit"
"CE","2022-03-07 00:05:00",12.5,1.9,1.29,4,"GOES","Coxit"
"SS","2022-03-07 12:05:00",12.5,-1.5,0.03,100,"GOES","Springdale"
"SN","2022-03-07 12:05:00",12.9,-1.8,0.16,2,"GOES","Springdale"
"BN","2022-03-07 12:05:00",13,-5.4,0.06,6,"GOES","Blue Grouse"
"CW","2022-03-07 12:05:00",12.5,-2.7,0.26,100,"GOES","Coxit"
"CE","2022-03-07 12:05:00",12.5,-3.3,1.27,4,"GOES","Coxit"
"SS","2022-03-08 00:05:00",12.7,8.1,0.05,100,"GOES","Springdale"
"SN","2022-03-08 00:05:00",13.1,11.1,0.15,2,"GOES","Springdale"
"BN","2022-03-08 00:05:00",13.6,4.8,0.06,6,"GOES","Blue Grouse"
"FE","2022-03-08 00:05:00",12.4,0.2,0.3,2,"GOES","Fish Creek"
"CW","2022-03-08 00:05:00",12.5,2.2,0.26,100,"GOES","Coxit"
"CE","2022-03-08 00:05:00",12.6,4.2,1.31,4,"GOES","Coxit"
"SS","2022-03-08 12:05:00",12.5,-0.3,0.05,1,"GOES","Springdale"
"SN","2022-03-08 12:05:00",12.9,-2.3,0.13,2,"GOES","Springdale"
"BN","2022-03-08 12:05:00",13,-1.4,0.05,6,"GOES","Blue Grouse"
"FE","2022-03-08 12:05:00",12.4,-0.3,0.29,2,"GOES","Fish Creek"
"CW","2022-03-08 12:05:00",12.5,-2.2,0.23,100,"GOES","Coxit"
"CE","2022-03-08 12:05:00",12.5,-2.6,1.27,4,"GOES","Coxit"
"SS","2022-03-09 00:05:00",12.7,4.7,0.05,1,"GOES","Springdale"
"SN","2022-03-09 00:05:00",13.1,4.7,0.12,2,"GOES","Springdale"
"BN","2022-03-09 00:05:00",14.5,1.3,0.04,7,"GOES","Blue Grouse"
"FE","2022-03-09 00:05:00",12.4,-1.8,0.28,2,"GOES","Fish Creek"
"CW","2022-03-09 00:05:00",12.5,-2.4,0.08,100,"GOES","Coxit"
"CE","2022-03-09 00:05:00",12.6,-0.3,1.3,4,"GOES","Coxit"
"SS","2022-03-09 12:05:00",12.5,-3.7,0.05,1,"GOES","Springdale"
"SN","2022-03-09 12:05:00",12.9,-3.9,0.11,2,"GOES","Springdale"
"BN","2022-03-09 12:05:00",13,-7.5,0.04,7,"GOES","Blue Grouse"
"BS","2022-03-09 12:05:00",12.8,-6.1,0.03,100,"GOES","Blue Grouse"
"TW","2022-03-09 12:05:00",12.7,-7.4,0.21,1,"GOES","Tripps Knob"
"FE","2022-03-09 12:05:00",12.4,-7.4,0.27,2,"GOES","Fish Creek"
"CW","2022-03-09 12:05:00",12.4,-10.1,-0.04,100,"GOES","Coxit"
"CE","2022-03-09 12:05:00",12.4,-10.5,1.28,4,"GOES","Coxit"
