"stationID","datetimeUTC","voltage_V","h2Temp_C","stage_ft","LSU","telem_source","basinPair"
"CE","2022-08-30 12:05:00",12.5,10.9,0.04,1,"GOES","Coxit"
"SS","2022-08-31 00:05:00",13.1,31.6,0.02,2,"GOES","Springdale"
"SN","2022-08-31 00:05:00",13.2,32.9,-0.01,100,"GOES","Springdale"
"BN","2022-08-31 00:05:00",13.3,26.9,-0.01,100,"GOES","Blue Grouse"
"BS","2022-08-31 00:05:00",12.4,26,0,1,"GOES","Blue Grouse"
"TW","2022-08-31 00:05:00",12.8,21.5,0.02,100,"GOES","Tripps Knob"
"FE","2022-08-31 00:05:00",11.8,21.9,0.03,1,"GOES","Fish Creek"
"CW","2022-08-31 00:05:00",12.3,22.7,0.03,1,"GOES","Coxit"
"CE","2022-08-31 00:05:00",12.5,24.1,0.03,1,"GOES","Coxit"
"SS","2022-08-31 12:05:00",12.9,14.6,0.02,4,"GOES","Springdale"
"SN","2022-08-31 12:05:00",12.9,12.5,0,100,"GOES","Springdale"
"BN","2022-08-31 12:05:00",12.9,13.4,0,100,"GOES","Blue Grouse"
"TW","2022-08-31 12:05:00",12.8,11.9,0.03,100,"GOES","Tripps Knob"
"FE","2022-08-31 12:05:00",11.8,14.6,0.03,1,"GOES","Fish Creek"
"CW","2022-08-31 12:05:00",12.3,15,0.04,1,"GOES","Coxit"
"CE","2022-08-31 12:05:00",12.5,12.8,0.04,1,"GOES","Coxit"
"SS","2022-09-01 00:05:00",13.1,35.2,0.02,4,"GOES","Springdale"
"SN","2022-09-01 00:05:00",13.2,36.3,-0.01,100,"GOES","Springdale"
"BN","2022-09-01 00:05:00",13.4,29.9,-0.01,100,"GOES","Blue Grouse"
"BS","2022-09-01 00:05:00",12.3,28.8,0,1,"GOES","Blue Grouse"
"TW","2022-09-01 00:05:00",12.8,22.7,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-01 00:05:00",11.8,23.5,0.03,1,"GOES","Fish Creek"
"CW","2022-09-01 00:05:00",12.3,21.6,0.03,1,"GOES","Coxit"
"CE","2022-09-01 00:05:00",12.5,21.5,0.04,1,"GOES","Coxit"
"SS","2022-09-01 12:05:00",12.9,16.2,0.02,4,"GOES","Springdale"
"SN","2022-09-01 12:05:00",13,13,0,100,"GOES","Springdale"
"BN","2022-09-01 12:05:00",12.9,12.2,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-01 12:05:00",12.3,15.3,0,1,"GOES","Blue Grouse"
"TW","2022-09-01 12:05:00",12.8,14.2,0.03,100,"GOES","Tripps Knob"
"FE","2022-09-01 12:05:00",11.8,17,0.03,1,"GOES","Fish Creek"
"CW","2022-09-01 12:05:00",12.3,15,0.04,1,"GOES","Coxit"
"CE","2022-09-01 12:05:00",12.5,14,0.04,1,"GOES","Coxit"
"SS","2022-09-02 00:05:00",13.2,34.1,0.01,4,"GOES","Springdale"
"SN","2022-09-02 00:05:00",13.1,36.8,-0.01,100,"GOES","Springdale"
"BN","2022-09-02 00:05:00",13.4,28.8,-0.01,100,"GOES","Blue Grouse"
"BS","2022-09-02 00:05:00",12.3,26.5,0,1,"GOES","Blue Grouse"
"TW","2022-09-02 00:05:00",12.8,22.9,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-02 00:05:00",11.8,23.6,0.02,1,"GOES","Fish Creek"
"CW","2022-09-02 00:05:00",12.3,23,0.03,1,"GOES","Coxit"
"CE","2022-09-02 00:05:00",12.5,23.9,0.03,1,"GOES","Coxit"
"SS","2022-09-02 12:05:00",12.9,15,0.02,4,"GOES","Springdale"
"SN","2022-09-02 12:05:00",12.9,12.2,0,100,"GOES","Springdale"
"BN","2022-09-02 12:05:00",12.9,12.2,0,100,"GOES","Blue Grouse"
"BS","2022-09-02 12:05:00",12.3,15.7,0.01,1,"GOES","Blue Grouse"
"TW","2022-09-02 12:05:00",12.7,12.6,0.03,100,"GOES","Tripps Knob"
"FE","2022-09-02 12:05:00",11.8,15.3,0.03,1,"GOES","Fish Creek"
"CW","2022-09-02 12:05:00",12.3,14.1,0.04,1,"GOES","Coxit"
"CE","2022-09-02 12:05:00",12.5,11.6,0.04,1,"GOES","Coxit"
"SS","2022-09-03 00:05:00",13.2,35.7,0.01,4,"GOES","Springdale"
"SN","2022-09-03 00:05:00",13.5,37.2,-0.01,100,"GOES","Springdale"
"BN","2022-09-03 00:05:00",13.4,28.5,0,100,"GOES","Blue Grouse"
"BS","2022-09-03 00:05:00",12.3,28.4,0.01,1,"GOES","Blue Grouse"
"TW","2022-09-03 00:05:00",12.8,23.1,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-03 00:05:00",11.8,23,0.02,1,"GOES","Fish Creek"
"CW","2022-09-03 00:05:00",12.3,23.9,0.03,1,"GOES","Coxit"
"CE","2022-09-03 00:05:00",12.5,24.8,0.03,1,"GOES","Coxit"
"SS","2022-09-03 12:05:00",12.9,15.1,0.02,4,"GOES","Springdale"
"SN","2022-09-03 12:05:00",13,13.5,0,100,"GOES","Springdale"
"BN","2022-09-03 12:05:00",12.9,16.4,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-03 12:05:00",12.3,17.7,0.01,1,"GOES","Blue Grouse"
"TW","2022-09-03 12:05:00",12.7,12.8,0.03,100,"GOES","Tripps Knob"
"FE","2022-09-03 12:05:00",11.8,15.4,0.03,1,"GOES","Fish Creek"
"CW","2022-09-03 12:05:00",12.3,16.2,0.04,1,"GOES","Coxit"
"CE","2022-09-03 12:05:00",12.5,14,0.04,1,"GOES","Coxit"
"SS","2022-09-04 00:05:00",13,19.6,0.02,4,"GOES","Springdale"
"SN","2022-09-04 00:05:00",13.2,19.4,-0.04,100,"GOES","Springdale"
"BN","2022-09-04 00:05:00",13.3,20.4,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-04 00:05:00",12.3,20.7,0,1,"GOES","Blue Grouse"
"TW","2022-09-04 00:05:00",12.7,18.4,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-04 00:05:00",11.8,18.3,0.03,1,"GOES","Fish Creek"
"CW","2022-09-04 00:05:00",12.3,20,0.03,1,"GOES","Coxit"
"CE","2022-09-04 00:05:00",12.5,19.9,0.03,1,"GOES","Coxit"
"SS","2022-09-04 12:05:00",12.9,12.2,0.02,4,"GOES","Springdale"
"SN","2022-09-04 12:05:00",12.9,9.2,-0.04,100,"GOES","Springdale"
"BN","2022-09-04 12:05:00",12.9,9.1,0,100,"GOES","Blue Grouse"
"BS","2022-09-04 12:05:00",12.3,12.2,0.01,1,"GOES","Blue Grouse"
"TW","2022-09-04 12:05:00",12.7,10,0.03,100,"GOES","Tripps Knob"
"FE","2022-09-04 12:05:00",11.7,11.7,0.03,1,"GOES","Fish Creek"
"CW","2022-09-04 12:05:00",12.3,12.3,0.04,1,"GOES","Coxit"
"CE","2022-09-04 12:05:00",12.5,10.1,0.04,1,"GOES","Coxit"
"SS","2022-09-05 00:05:00",13.2,29.9,0.02,4,"GOES","Springdale"
"SN","2022-09-05 00:05:00",13.2,32,0,100,"GOES","Springdale"
"BN","2022-09-05 00:05:00",13.3,24.7,0,100,"GOES","Blue Grouse"
"BS","2022-09-05 00:05:00",12.3,23.4,0,1,"GOES","Blue Grouse"
"TW","2022-09-05 00:05:00",12.7,17,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-05 00:05:00",11.7,19.2,0.02,1,"GOES","Fish Creek"
"CW","2022-09-05 00:05:00",12.3,19.3,0.03,1,"GOES","Coxit"
"CE","2022-09-05 00:05:00",12.5,19.6,0.03,1,"GOES","Coxit"
"SS","2022-09-05 12:05:00",13,13.6,0.02,4,"GOES","Springdale"
"SN","2022-09-05 12:05:00",13,9.6,0.01,100,"GOES","Springdale"
"BN","2022-09-05 12:05:00",12.9,9.1,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-05 12:05:00",12.3,12.2,0.01,1,"GOES","Blue Grouse"
"TW","2022-09-05 12:05:00",12.7,9.8,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-05 12:05:00",11.7,11.7,0.03,1,"GOES","Fish Creek"
"CW","2022-09-05 12:05:00",12.3,11.3,0.04,1,"GOES","Coxit"
"CE","2022-09-05 12:05:00",12.5,10.2,0.04,1,"GOES","Coxit"
"SS","2022-09-06 00:05:00",13.2,29,0.02,4,"GOES","Springdale"
"SN","2022-09-06 00:05:00",13.2,30.5,0,100,"GOES","Springdale"
"BN","2022-09-06 00:05:00",13.4,23.1,0,100,"GOES","Blue Grouse"
"BS","2022-09-06 00:05:00",12.3,22.4,0,1,"GOES","Blue Grouse"
"TW","2022-09-06 00:05:00",12.7,17.9,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-06 00:05:00",11.7,19.5,0.02,1,"GOES","Fish Creek"
"CW","2022-09-06 00:05:00",12.3,16.7,0.03,1,"GOES","Coxit"
"CE","2022-09-06 00:05:00",12.5,17.5,0.03,1,"GOES","Coxit"
"SS","2022-09-06 12:05:00",12.9,9.7,0.02,4,"GOES","Springdale"
"SN","2022-09-06 12:05:00",12.9,6.8,0.01,100,"GOES","Springdale"
"BN","2022-09-06 12:05:00",12.9,8.1,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-06 12:05:00",12.3,11.4,0.01,1,"GOES","Blue Grouse"
"TW","2022-09-06 12:05:00",12.7,7.6,0.03,100,"GOES","Tripps Knob"
"FE","2022-09-06 12:05:00",11.7,10.3,0.03,1,"GOES","Fish Creek"
"CW","2022-09-06 12:05:00",12.3,8.5,0.04,1,"GOES","Coxit"
"CE","2022-09-06 12:05:00",12.5,6.6,0.04,1,"GOES","Coxit"
"SS","2022-09-07 00:05:00",13.1,32.3,0.02,4,"GOES","Springdale"
"SN","2022-09-07 00:05:00",13.2,33.7,0,100,"GOES","Springdale"
"BN","2022-09-07 00:05:00",13.4,23.1,0,100,"GOES","Blue Grouse"
"BS","2022-09-07 00:05:00",12.3,23.9,0,1,"GOES","Blue Grouse"
"TW","2022-09-07 00:05:00",12.7,18.7,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-07 00:05:00",11.7,19.5,0.03,1,"GOES","Fish Creek"
"CW","2022-09-07 00:05:00",12.3,19,0.04,1,"GOES","Coxit"
"CE","2022-09-07 00:05:00",12.5,20.4,0.03,1,"GOES","Coxit"
"SS","2022-09-07 12:05:00",12.9,12.1,0.02,4,"GOES","Springdale"
"SN","2022-09-07 12:05:00",12.9,8,0.01,100,"GOES","Springdale"
"BN","2022-09-07 12:05:00",12.9,10,0,100,"GOES","Blue Grouse"
"BS","2022-09-07 12:05:00",12.3,13.6,0,1,"GOES","Blue Grouse"
"TW","2022-09-07 12:05:00",12.7,9.8,0.03,100,"GOES","Tripps Knob"
"FE","2022-09-07 12:05:00",11.7,13.1,0.03,1,"GOES","Fish Creek"
"CW","2022-09-07 12:05:00",12.3,12.3,0.04,1,"GOES","Coxit"
"CE","2022-09-07 12:05:00",12.5,10.2,0.04,1,"GOES","Coxit"
"SS","2022-09-08 00:05:00",13.2,31.6,0.01,4,"GOES","Springdale"
"SN","2022-09-08 00:05:00",13.2,33,0,100,"GOES","Springdale"
"BN","2022-09-08 00:05:00",13.3,25.9,0,100,"GOES","Blue Grouse"
"BS","2022-09-08 00:05:00",12.3,24.8,0,1,"GOES","Blue Grouse"
"TW","2022-09-08 00:05:00",12.7,20.8,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-08 00:05:00",11.7,21.8,0.02,1,"GOES","Fish Creek"
"CW","2022-09-08 00:05:00",12.3,17.6,0.04,1,"GOES","Coxit"
"CE","2022-09-08 00:05:00",12.5,18.5,0.03,1,"GOES","Coxit"
"SS","2022-09-08 12:05:00",12.9,10.7,0.02,4,"GOES","Springdale"
"SN","2022-09-08 12:05:00",12.9,5.4,0.01,100,"GOES","Springdale"
"BN","2022-09-08 12:05:00",12.9,7,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-08 12:05:00",12.3,10.7,0.01,1,"GOES","Blue Grouse"
"TW","2022-09-08 12:05:00",12.7,8.6,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-08 12:05:00",11.7,10.5,0.03,1,"GOES","Fish Creek"
"CW","2022-09-08 12:05:00",12.3,8,0.04,1,"GOES","Coxit"
"CE","2022-09-08 12:05:00",12.5,6.9,0.04,1,"GOES","Coxit"
"SS","2022-09-09 00:05:00",13.2,27.6,0.01,4,"GOES","Springdale"
"SN","2022-09-09 00:05:00",13.4,27,0,100,"GOES","Springdale"
"BN","2022-09-09 00:05:00",13.6,21.9,0,100,"GOES","Blue Grouse"
"BS","2022-09-09 00:05:00",12.3,20.7,0,1,"GOES","Blue Grouse"
"TW","2022-09-09 00:05:00",12.7,17.3,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-09 00:05:00",11.7,17.3,0.02,1,"GOES","Fish Creek"
"CW","2022-09-09 00:05:00",12.3,13.6,0.04,1,"GOES","Coxit"
"CE","2022-09-09 00:05:00",12.5,14.7,0.03,1,"GOES","Coxit"
"SS","2022-09-09 12:05:00",12.9,12.1,0.02,4,"GOES","Springdale"
"SN","2022-09-09 12:05:00",12.9,9.1,0.01,100,"GOES","Springdale"
"BN","2022-09-09 12:05:00",12.9,7.2,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-09 12:05:00",12.3,10.2,0,1,"GOES","Blue Grouse"
"TW","2022-09-09 12:05:00",12.7,6.7,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-09 12:05:00",11.7,8.8,0.03,1,"GOES","Fish Creek"
"CW","2022-09-09 12:05:00",12.3,8.1,0.04,1,"GOES","Coxit"
"CE","2022-09-09 12:05:00",12.5,7.5,0.03,1,"GOES","Coxit"
"SS","2022-09-10 00:05:00",13.2,26.3,0.01,4,"GOES","Springdale"
"SN","2022-09-10 00:05:00",13.7,25.8,-0.01,100,"GOES","Springdale"
"BN","2022-09-10 00:05:00",13.6,20.5,0,100,"GOES","Blue Grouse"
"BS","2022-09-10 00:05:00",12.3,19.3,0.01,1,"GOES","Blue Grouse"
"TW","2022-09-10 00:05:00",12.7,15.8,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-10 00:05:00",11.7,16.6,0.03,1,"GOES","Fish Creek"
"CW","2022-09-10 00:05:00",12.3,13.7,0.04,1,"GOES","Coxit"
"CE","2022-09-10 00:05:00",12.5,15.2,0.03,1,"GOES","Coxit"
"SS","2022-09-10 12:05:00",12.9,7.8,0.02,4,"GOES","Springdale"
"SN","2022-09-10 12:05:00",12.9,5.6,0,100,"GOES","Springdale"
"BN","2022-09-10 12:05:00",12.9,5.7,0,100,"GOES","Blue Grouse"
"TW","2022-09-10 12:05:00",12.7,5.5,0.03,100,"GOES","Tripps Knob"
"FE","2022-09-10 12:05:00",11.7,7.2,0.03,1,"GOES","Fish Creek"
"CW","2022-09-10 12:05:00",12.3,7.1,0.04,1,"GOES","Coxit"
"CE","2022-09-10 12:05:00",12.5,5,0.04,1,"GOES","Coxit"
"SS","2022-09-11 00:05:00",13.2,29,0.01,4,"GOES","Springdale"
"SN","2022-09-11 00:05:00",13.2,28.6,0,100,"GOES","Springdale"
"BN","2022-09-11 00:05:00",13.5,21.9,0,100,"GOES","Blue Grouse"
"BS","2022-09-11 00:05:00",12.3,21.7,0,1,"GOES","Blue Grouse"
"TW","2022-09-11 00:05:00",12.7,15.8,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-11 00:05:00",11.7,16.5,0.02,1,"GOES","Fish Creek"
"CW","2022-09-11 00:05:00",12.3,16.9,0.03,1,"GOES","Coxit"
"CE","2022-09-11 00:05:00",12.5,18.4,0.03,1,"GOES","Coxit"
"SS","2022-09-11 12:05:00",12.9,8.8,0.02,4,"GOES","Springdale"
"SN","2022-09-11 12:05:00",12.9,6.5,0.01,100,"GOES","Springdale"
"BN","2022-09-11 12:05:00",12.9,8.6,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-11 12:05:00",12.3,11.2,0.01,1,"GOES","Blue Grouse"
"TW","2022-09-11 12:05:00",12.7,6.3,0.03,100,"GOES","Tripps Knob"
"FE","2022-09-11 12:05:00",11.7,9.5,0.03,1,"GOES","Fish Creek"
"CW","2022-09-11 12:05:00",12.3,9,0.04,1,"GOES","Coxit"
"CE","2022-09-11 12:05:00",12.5,6.8,0.03,1,"GOES","Coxit"
"SS","2022-09-12 00:05:00",13.2,24.2,0.01,4,"GOES","Springdale"
"SN","2022-09-12 00:05:00",13.4,25.4,0,100,"GOES","Springdale"
"BN","2022-09-12 00:05:00",13.6,23.8,0,100,"GOES","Blue Grouse"
"BS","2022-09-12 00:05:00",12.2,20.7,0,1,"GOES","Blue Grouse"
"TW","2022-09-12 00:05:00",12.7,16.5,0.02,100,"GOES","Tripps Knob"
"FE","2022-09-12 00:05:00",11.7,17.2,0.02,1,"GOES","Fish Creek"
"CW","2022-09-12 00:05:00",12.3,17.6,0.03,1,"GOES","Coxit"
"CE","2022-09-12 00:05:00",12.5,17.3,0.03,1,"GOES","Coxit"
"SS","2022-09-12 12:05:00",12.9,12.2,0.02,4,"GOES","Springdale"
"SN","2022-09-12 12:05:00",12.9,11,0,100,"GOES","Springdale"
"BN","2022-09-12 12:05:00",12.9,11,0,100,"GOES","Blue Grouse"
"BS","2022-09-12 12:05:00",12.3,13.8,0,1,"GOES","Blue Grouse"
"TW","2022-09-12 12:05:00",12.7,8.6,0.03,100,"GOES","Tripps Knob"
"FE","2022-09-12 12:05:00",11.7,11.3,0.03,1,"GOES","Fish Creek"
"CW","2022-09-12 12:05:00",12.3,13.4,0.04,1,"GOES","Coxit"
"CE","2022-09-12 12:05:00",12.5,12,0.04,1,"GOES","Coxit"
"SS","2022-09-13 00:05:00",13.1,24.4,0.01,4,"GOES","Springdale"
"SN","2022-09-13 00:05:00",13.2,25.3,0,100,"GOES","Springdale"
"BN","2022-09-13 00:05:00",13.5,22.9,0,100,"GOES","Blue Grouse"
"BS","2022-09-13 00:05:00",12.3,20.1,0,1,"GOES","Blue Grouse"
"TW","2022-09-13 00:05:00",12.7,17,0.02,1,"GOES","Tripps Knob"
"CW","2022-09-13 00:05:00",12.3,13.4,0.04,1,"GOES","Coxit"
"CE","2022-09-13 00:05:00",12.5,12.6,0.04,1,"GOES","Coxit"
"SS","2022-09-13 12:05:00",12.9,11.5,0.02,4,"GOES","Springdale"
"SN","2022-09-13 12:05:00",12.9,8.9,0,100,"GOES","Springdale"
"BN","2022-09-13 12:05:00",12.9,8.8,0,100,"GOES","Blue Grouse"
"BS","2022-09-13 12:05:00",12.3,11.5,0,1,"GOES","Blue Grouse"
"TW","2022-09-13 12:05:00",12.7,9.5,0.03,1,"GOES","Tripps Knob"
"FE","2022-09-13 12:05:00",11.7,11.5,0.03,1,"GOES","Fish Creek"
"CW","2022-09-13 12:05:00",12.3,8.7,0.04,1,"GOES","Coxit"
"CE","2022-09-13 12:05:00",12.4,7.6,0.04,1,"GOES","Coxit"
"SS","2022-09-14 00:05:00",13.2,27.8,0.02,4,"GOES","Springdale"
"SN","2022-09-14 00:05:00",13.3,28,0,100,"GOES","Springdale"
"BN","2022-09-14 00:05:00",13.5,23.1,0,100,"GOES","Blue Grouse"
"BS","2022-09-14 00:05:00",12.3,20.7,0,1,"GOES","Blue Grouse"
"TW","2022-09-14 00:05:00",12.7,17.3,0.02,1,"GOES","Tripps Knob"
"FE","2022-09-14 00:05:00",11.7,17.8,0.02,1,"GOES","Fish Creek"
"CW","2022-09-14 00:05:00",12.3,13.6,0.04,1,"GOES","Coxit"
"CE","2022-09-14 00:05:00",12.5,13.3,0.04,1,"GOES","Coxit"
"SS","2022-09-14 12:05:00",12.9,13.2,0.02,4,"GOES","Springdale"
"SN","2022-09-14 12:05:00",12.9,12.3,0,100,"GOES","Springdale"
"BN","2022-09-14 12:05:00",12.9,11.7,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-14 12:05:00",12.2,13.4,0,1,"GOES","Blue Grouse"
"TW","2022-09-14 12:05:00",12.7,11.4,0.02,1,"GOES","Tripps Knob"
"FE","2022-09-14 12:05:00",11.6,13.2,0.03,1,"GOES","Fish Creek"
"CW","2022-09-14 12:05:00",12.2,7.1,0.04,1,"GOES","Coxit"
"CE","2022-09-14 12:05:00",12.4,6.1,0.04,1,"GOES","Coxit"
"SS","2022-09-15 00:05:00",13.1,17.5,0.02,4,"GOES","Springdale"
"SN","2022-09-15 00:05:00",13.6,17.7,-0.04,100,"GOES","Springdale"
"BN","2022-09-15 00:05:00",13.9,16.9,0,100,"GOES","Blue Grouse"
"BS","2022-09-15 00:05:00",12.3,15.5,0,1,"GOES","Blue Grouse"
"TW","2022-09-15 00:05:00",12.7,14.9,0.02,1,"GOES","Tripps Knob"
"FE","2022-09-15 00:05:00",11.6,15.3,0.02,1,"GOES","Fish Creek"
"CW","2022-09-15 00:05:00",12.3,10.1,0.05,1,"GOES","Coxit"
"CE","2022-09-15 00:05:00",12.5,9.5,0.05,1,"GOES","Coxit"
"SS","2022-09-15 12:05:00",12.9,9.3,0.02,4,"GOES","Springdale"
"SN","2022-09-15 12:05:00",12.9,8.9,-0.03,100,"GOES","Springdale"
"BN","2022-09-15 12:05:00",13,7.7,0.02,100,"GOES","Blue Grouse"
"BS","2022-09-15 12:05:00",12.2,9.6,0,1,"GOES","Blue Grouse"
"TW","2022-09-15 12:05:00",12.7,8.3,0.03,1,"GOES","Tripps Knob"
"FE","2022-09-15 12:05:00",11.6,9.8,0.03,1,"GOES","Fish Creek"
"CW","2022-09-15 12:05:00",12.2,7.4,0.05,1,"GOES","Coxit"
"CE","2022-09-15 12:05:00",12.4,6.6,0.05,1,"GOES","Coxit"
"SS","2022-09-16 00:05:00",13.2,21.6,0.01,5,"GOES","Springdale"
"SN","2022-09-16 00:05:00",13.4,22.3,-0.01,100,"GOES","Springdale"
"BN","2022-09-16 00:05:00",13.8,19.8,0,100,"GOES","Blue Grouse"
"BS","2022-09-16 00:05:00",12.3,17.2,0,1,"GOES","Blue Grouse"
"TW","2022-09-16 00:05:00",12.7,14.9,0.02,1,"GOES","Tripps Knob"
"FE","2022-09-16 00:05:00",11.6,15.8,0.03,1,"GOES","Fish Creek"
"CW","2022-09-16 00:05:00",12.3,11.8,0.05,1,"GOES","Coxit"
"CE","2022-09-16 00:05:00",12.5,11.4,0.04,1,"GOES","Coxit"
"SS","2022-09-16 12:05:00",12.9,10.3,0.02,5,"GOES","Springdale"
"SN","2022-09-16 12:05:00",12.9,8.4,0,100,"GOES","Springdale"
"BN","2022-09-16 12:05:00",12.9,7.7,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-16 12:05:00",12.2,10,0,1,"GOES","Blue Grouse"
"TW","2022-09-16 12:05:00",12.7,8.4,0.03,1,"GOES","Tripps Knob"
"FE","2022-09-16 12:05:00",11.6,9.8,0.03,1,"GOES","Fish Creek"
"CW","2022-09-16 12:05:00",12.2,7.4,0.04,1,"GOES","Coxit"
"CE","2022-09-16 12:05:00",12.4,6.6,0.04,1,"GOES","Coxit"
"SS","2022-09-17 00:05:00",13.2,21.6,0.01,5,"GOES","Springdale"
"SN","2022-09-17 00:05:00",13.4,22,0,100,"GOES","Springdale"
"BN","2022-09-17 00:05:00",13.5,18.5,0,100,"GOES","Blue Grouse"
"BS","2022-09-17 00:05:00",12.2,15.7,0,1,"GOES","Blue Grouse"
"TW","2022-09-17 00:05:00",12.7,13.7,0.02,1,"GOES","Tripps Knob"
"FE","2022-09-17 00:05:00",11.6,14.1,0.02,1,"GOES","Fish Creek"
"CW","2022-09-17 00:05:00",12.3,10.2,0.04,1,"GOES","Coxit"
"CE","2022-09-17 00:05:00",12.5,11.3,0.04,1,"GOES","Coxit"
"SS","2022-09-17 12:05:00",12.9,6.7,0.02,5,"GOES","Springdale"
"SN","2022-09-17 12:05:00",12.9,3.4,0,100,"GOES","Springdale"
"BN","2022-09-17 12:05:00",12.9,2.4,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-17 12:05:00",12.2,5.5,0,1,"GOES","Blue Grouse"
"TW","2022-09-17 12:05:00",12.6,4.8,0.03,1,"GOES","Tripps Knob"
"FE","2022-09-17 12:05:00",11.6,6,0.03,1,"GOES","Fish Creek"
"CW","2022-09-17 12:05:00",12.2,2,0.04,1,"GOES","Coxit"
"CE","2022-09-17 12:05:00",12.4,1.1,0.04,1,"GOES","Coxit"
"SS","2022-09-18 00:05:00",13.3,20.8,0.01,5,"GOES","Springdale"
"SN","2022-09-18 00:05:00",13.4,20.6,0,100,"GOES","Springdale"
"BN","2022-09-18 00:05:00",14,17.8,0,100,"GOES","Blue Grouse"
"BS","2022-09-18 00:05:00",12.3,15.3,0,1,"GOES","Blue Grouse"
"TW","2022-09-18 00:05:00",12.6,12.3,0.02,1,"GOES","Tripps Knob"
"FE","2022-09-18 00:05:00",11.6,12.9,0.03,1,"GOES","Fish Creek"
"CW","2022-09-18 00:05:00",12.3,8.8,0.04,1,"GOES","Coxit"
"CE","2022-09-18 00:05:00",12.5,9.5,0.04,1,"GOES","Coxit"
"SS","2022-09-18 12:05:00",12.9,11.7,0.02,5,"GOES","Springdale"
"SN","2022-09-18 12:05:00",12.9,10.8,0,100,"GOES","Springdale"
"BN","2022-09-18 12:05:00",12.9,8.1,0,100,"GOES","Blue Grouse"
"BS","2022-09-18 12:05:00",12.2,9.1,0,1,"GOES","Blue Grouse"
"TW","2022-09-18 12:05:00",12.6,5.8,0.03,1,"GOES","Tripps Knob"
"FE","2022-09-18 12:05:00",11.6,7.6,0.03,1,"GOES","Fish Creek"
"CW","2022-09-18 12:05:00",12.2,4.5,0.04,1,"GOES","Coxit"
"SS","2022-09-19 00:05:00",13.2,23.7,0.02,5,"GOES","Springdale"
"SN","2022-09-19 00:05:00",13.6,23.9,-0.01,100,"GOES","Springdale"
"BN","2022-09-19 00:05:00",13.6,22.3,0,100,"GOES","Blue Grouse"
"BS","2022-09-19 00:05:00",12.3,18.3,0,1,"GOES","Blue Grouse"
"TW","2022-09-19 00:05:00",12.6,14.2,0.02,1,"GOES","Tripps Knob"
"FE","2022-09-19 00:05:00",11.6,14.9,0.02,1,"GOES","Fish Creek"
"CW","2022-09-19 00:05:00",12.9,11.3,0.03,100,"GOES","Coxit"
"CE","2022-09-19 00:05:00",12.9,12.5,0.03,100,"GOES","Coxit"
"SS","2022-09-19 12:05:00",12.9,9.8,0.02,5,"GOES","Springdale"
"SN","2022-09-19 12:05:00",12.9,8.5,0,100,"GOES","Springdale"
"BN","2022-09-19 12:05:00",12.9,6.7,0.01,100,"GOES","Blue Grouse"
"BS","2022-09-19 12:05:00",12.2,9.6,0,1,"GOES","Blue Grouse"
"TW","2022-09-19 12:05:00",12.7,9,0.03,1,"GOES","Tripps Knob"
"CW","2022-09-19 12:05:00",12.8,6,0.04,100,"GOES","Coxit"
"CE","2022-09-19 12:05:00",12.7,4.3,0.04,100,"GOES","Coxit"
"SS","2022-09-20 00:05:00",13.2,23.4,0.01,5,"GOES","Springdale"
"SN","2022-09-20 00:05:00",13.5,23.7,-0.01,100,"GOES","Springdale"
"BN","2022-09-20 00:05:00",13.7,19.8,0,100,"GOES","Blue Grouse"
"BS","2022-09-20 00:05:00",12.2,18.3,0,1,"GOES","Blue Grouse"
"TW","2022-09-20 00:05:00",12.6,15.1,0.02,1,"GOES","Tripps Knob"
"FW","2022-09-20 00:05:00",13,14.8,0.04,100,"GOES","Fish Creek"
"FE","2022-09-20 00:05:00",12.9,14.6,0.02,100,"GOES","Fish Creek"
"CW","2022-09-20 00:05:00",12.8,11.5,0.03,100,"GOES","Coxit"
"CE","2022-09-20 00:05:00",13,12.6,0.03,100,"GOES","Coxit"
"SS","2022-09-20 12:05:00",12.9,10,0.02,5,"GOES","Springdale"
"SN","2022-09-20 12:05:00",12.9,8.4,0,100,"GOES","Springdale"
